BUS1 BUS2 BUS3 CI G_MAG B_MAG WI1 WI2 WI3 WI_V WI_A ARE OWN NAME BUS4 NAME2
4743 4747 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 RODOVI-MT138-RODOV2-M  
4754 4758 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 CASCA2-MT034-CASC2-PC  
4755 4754 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 CASCA3-MT138-CASCA2-M  
4755 4757 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 CASCA3-MT138-CASC3-PC  
4763 4765 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 C.VERD-MT138-C.VERD-M  
4763 4766 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 C.VERD-MT138-C.VERD-M  
4769 4764 0 01 0.000 0.000 1 1 0 0.000000 0.00000 478 0 ESPLTE-MT138-ESPLTE-M  
4772 4686 0 01 0.000 0.000 1 1 0 0.000000 0.00000 478 0 CANAR2-MT138-CANARA-M  
4772 4756 0 01 0.000 0.000 1 1 0 0.000000 0.00000 478 0 CANAR2-MT138-CANARA-M  
4778 3557 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 PRIMR1-MT034-SUSPI-PC  
4843 4844 4854 01 0.000 0.000 1 1 1 0.982047 -4.17560 477 0 ITANOR-MT138-ITANOR-M 4782 ITANOR-MT069
4783 4786 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 CRISTO-MT138-CRISTR-M  
4783 4787 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 CRISTO-MT138-CRIST2-M  
4784 4761 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 SAPE-Z-MT138-SAPEZ--M  
4784 4880 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 SAPE-Z-MT138-SAPEZ--M  
4793 4794 0 02 0.000 0.000 1 1 0 0.000000 0.00000 477 0 TRVLAG-MT138-TREVO3-M  
4793 4795 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 TRVLAG-MT138-TREVO1-M  
4803 3571 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 NOBRES-MT138-NOBRE--M  
4803 4806 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 NOBRES-MT138-NOBRE--M  
4805 4804 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 GUAPOR-MT138-GUAPO-UH  
4807 4861 4862 01 0.000 0.000 1 1 1 0.994204 8.36168 477 0 JAURU--MT138-JAURU1-M 4860 JAURU1-MT000
4807 4862 4866 02 0.000 0.000 1 1 1 1.075940 8.43997 477 0 JAURU--MT138-JAURU2-M 4864 JAURU2-MT000
4808 4809 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 JAUR---MT138-JAURU-UH  
4820 4828 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 B.BUGR-MT069-B.BUG-BI  
4821 4827 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 N.OLIM-MT069-N.OLI-BI  
4822 4825 0 01 0.000 0.000 1 1 0 0.000000 0.00000 475 0 FSLUCA-MT138-FSAGR-BI  
4823 4824 4826 01 0.000 0.000 1 1 1 1.094345 -4.22069 477 0 DENISE-MT138-DENISE-M 4829 DENISE-MT069
4830 4831 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 JUBA2--MT138-JUBA2-UH  
4833 4682 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 TANGAR-MT138-TANGA3-M  
4833 4832 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 TANGAR-MT138-TANGA4-M  
4833 4836 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 TANGAR-MT138-TANGA1-M  
4833 4837 0 02 0.000 0.000 1 1 0 0.000000 0.00000 477 0 TANGAR-MT138-TANGA3-M  
4834 4835 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 SACR2-PCH013-SACRE2-M  
4841 4846 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 JUBA1--MT138-JUBA--UH  
4853 4855 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 Q.MARC-MT138-QMARC1-M  
4854 4856 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 ITANO3-MT034-RECANTPC  
4857 3551 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 QMARC2-MT034-CARAM-PC  
4857 4853 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 QMARC2-MT034-Q.MARC-M  
4863 4865 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 ARAPU1-MT138-ARAPUT-M  
4873 4876 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 P.LACE-MT138-PLACERPC  
4873 4876 0 02 0.000 0.000 1 1 0 0.000000 0.00000 477 0 P.LACE-MT138-PLACERPC  
4873 4885 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 P.LACE-MT138-P.LACE-M  
4880 3544 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 SAPEZ--MT034-AGUAQ-PC  
4880 4789 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 SAPEZ--MT034-SAPEZ-PC  
4880 4881 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 SAPEZ--MT034-SLUCI-PC  
4883 4886 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 CACERE-MT138-CACER1-M  
4883 4886 0 02 0.000 0.000 1 1 0 0.000000 0.00000 477 0 CACERE-MT138-CACER1-M  
4883 4887 0 02 0.000 0.000 1 1 0 0.000000 0.00000 477 0 CACERE-MT138-CACER2-M  
4890 4892 0 01 0.000 0.000 1 1 0 0.000000 0.00000 472 0 DARDA1UHE004-DARDAN-M  
4891 4892 0 01 0.000 0.000 1 1 0 0.000000 0.00000 472 0 DARDA2UHE001-DARDAN-M  
4892 4925 0 01 0.000 0.000 1 1 0 0.000000 0.00000 472 0 DARDAN-MT230-DARDAN-M  
4892 4977 0 01 0.000 0.000 1 1 0 0.000000 0.00000 472 0 DARDAN-MT230-DARDAN-M  
4893 4896 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 POCONE-MT138-POCONE-M  
4893 4896 0 02 0.000 0.000 1 1 0 0.000000 0.00000 477 0 POCONE-MT138-POCONE-M  
4901 7538 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 SJRCLA-MT013-SJRCLA-M  
4903 7769 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 N.MUTU-MT138-NVMUTM-M  
4903 7781 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 N.MUTU-MT138-N.MUT5-M  
4909 4918 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 B.ESPE-MT138-B.ESPE-M  
4910 4907 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 BURITI-MT034-BURIT-PC  
4915 4917 0 01 0.000 0.000 1 1 0 0.000000 0.00000 474 0 CANOAQ-MT069-CANOAQPC  
4920 4919 0 01 0.000 0.000 1 1 0 0.000000 0.00000 477 0 ARS----MT034-ARS-G-PC  
4921 4575 0 02 0.000 0.000 1 1 0 0.000000 0.00000 475 0 LUCCRV-MT138-LUC-RV-M  
4921 4575 0 03 0.000 0.000 1 1 0 0.000000 0.00000 475 0 LUCCRV-MT138-LUC-RV-M  
4921 4576 0 01 0.000 0.000 1 1 0 0.000000 0.00000 475 0 LUCCRV-MT138-LUC-RV-M  
4922 3550 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 DI-SIN-MT138-DISTSI-M  
4926 4927 0 01 0.000 0.000 1 1 0 0.000000 0.00000 476 0 ARIPUA-MT069-ARUPUA-M  
4932 4878 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 MINERA-MT138-MINERA-M  
4933 4934 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 SINOPI-MT138-SIN.T2-M  
4933 4935 0 02 0.000 0.000 1 1 0 0.000000 0.00000 473 0 SINOPI-MT138-SIN.T3-M  
4933 4936 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 SINOPI-MT138-SIN.T1-M  
4933 4936 0 02 0.000 0.000 1 1 0 0.000000 0.00000 473 0 SINOPI-MT138-SIN.T1-M  
4943 4924 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 SIN-CT-MT138-SINOP3-M  
4943 4946 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 SIN-CT-MT138-SINOP1-M  
4943 4947 0 02 0.000 0.000 1 1 0 0.000000 0.00000 473 0 SIN-CT-MT138-SINOP2-M  
4953 4955 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 CLAUDI-MT138-CLAUDI-M  
4953 4956 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 CLAUDI-MT138-CLAUD2-M  
4963 4965 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 COLIDE-MT138-COLIDE-M  
4963 4966 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 COLIDE-MT138-COLIDE-M  
4967 4875 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 MINAER-MT138-MINAER-M  
4969 4990 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 BNOR3-PCH013-BNORT3-M  
4970 4991 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 3MAIO--MT138-3MAIO-PC  
4973 4406 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 A.FLOR-MT138-AFLOR2-M  
4973 4976 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 A.FLOR-MT138-A.FLOR-M  
4983 4759 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 MATUPA-MT138-MATUPA-M  
4983 4985 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 MATUPA-MT138-MATUPA-M  
4984 4989 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 BNOR2-PCH007-BRANO2-M  
4997 4931 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 BNORT4-MT138-B.NOR4-M  
4998 4931 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 BNOR4-PCH013-B.NOR4-M  
4999 4971 0 01 0.000 0.000 1 1 0 0.000000 0.00000 473 0 CURUA-PCH013-CURUAB-M  
5001 5022 0 01 0.000 0.000 1 1 0 0.000000 0.00000 711 0 P.AFON-BA500-PAFO-4UH  
5001 5023 0 01 0.000 0.000 1 1 0 0.000000 0.00000 711 0 P.AFON-BA500-PAF4G2UH  
5001 5024 0 01 0.000 0.000 1 1 0 0.000000 0.00000 711 0 P.AFON-BA500-PAF4G3UH  
5001 5025 0 01 0.000 0.000 1 1 0 0.000000 0.00000 711 0 P.AFON-BA500-PAF4G4UH  
5001 5026 0 01 0.000 0.000 1 1 0 0.000000 0.00000 711 0 P.AFON-BA500-PAF4G5UH  
5001 5027 0 01 0.000 0.000 1 1 0 0.000000 0.00000 711 0 P.AFON-BA500-PAF4G6UH  
5001 44010 44098 07 0.000 0.000 1 1 1 1.092009 54.38012 711 0 P.AFON-BA500-PAF-T7-B 44009 PAF-T7-BA000
5001 44012 44099 08 0.000 0.000 1 1 1 1.092303 54.29910 711 0 P.AFON-BA500-PAF-T8-B 44011 PAF-T8-BA000
5003 5011 0 01 0.000 0.000 1 1 0 0.000000 0.00000 712 0 PAFBP1-BA230-PAF2G3UH  
5003 5013 0 01 0.000 0.000 1 1 0 0.000000 0.00000 712 0 PAFBP1-BA230-PAF2G5UH  
5003 5014 0 01 0.000 0.000 1 1 0 0.000000 0.00000 712 0 PAFBP1-BA230-PAF2G6UH  
5003 5015 0 01 0.000 0.000 1 1 0 0.000000 0.00000 712 0 PAFBP1-BA230-PAF3G1UH  
5003 5017 0 01 0.000 0.000 1 1 0 0.000000 0.00000 712 0 PAFBP1-BA230-PAF3G3UH  
5003 6200 0 01 0.000 0.000 1 1 0 0.000000 0.00000 712 0 PAFBP1-BA230-USDG1--B  
5003 6201 0 01 0.000 0.000 1 1 0 0.000000 0.00000 712 0 PAFBP1-BA230-USDG2--B  
5003 6202 0 01 0.000 0.000 1 1 0 0.000000 0.00000 712 0 PAFBP1-BA230-P.AFON-B  
5004 5005 0 01 0.000 0.000 1 1 0 0.000000 0.00000 712 0 PAFBP2-BA230-PAF1G1UH  
5004 5006 0 01 0.000 0.000 1 1 0 0.000000 0.00000 712 0 PAFBP2-BA230-PAFO1GUH  
5004 5007 0 01 0.000 0.000 1 1 0 0.000000 0.00000 712 0 PAFBP2-BA230-PAF1G3UH  
5004 5016 0 01 0.000 0.000 1 1 0 0.000000 0.00000 712 0 PAFBP2-BA230-PAF3G2UH  
5004 5018 0 01 0.000 0.000 1 1 0 0.000000 0.00000 712 0 PAFBP2-BA230-PAF3G4UH  
5019 5002 0 01 0.000 0.000 1 1 0 0.000000 0.00000 741 0 CABEPR-RN138-CABPRA-R  
5019 5008 0 01 0.000 0.000 1 1 0 0.000000 0.00000 741 0 CABEPR-RN138-CABPRB-R  
5021 6104 0 01 0.000 0.000 1 1 0 0.000000 0.00000 712 0 PROSPI-BA230-PROSP-UT  
5028 5032 0 01 0.000 0.000 1 1 0 0.000000 0.00000 712 0 MXTBP2-BA230-ASALG3UH  
5028 5033 0 01 0.000 0.000 1 1 0 0.000000 0.00000 712 0 MXTBP2-BA230-ASALG4UH  
5029 5030 0 01 0.000 0.000 1 1 0 0.000000 0.00000 712 0 MXTBP1-BA230-ASALG1UH  
5029 5031 0 01 0.000 0.000 1 1 0 0.000000 0.00000 712 0 MXTBP1-BA230-ASALG2UH  
5035 5034 0 01 0.000 0.000 1 1 0 0.000000 0.00000 762 0 CALCAR-CE230-CALCAR-C  
5037 5038 0 01 0.000 0.000 1 1 0 0.000000 0.00000 772 0 LBARRO-PI230-LBARR1-P  
5037 5039 0 02 0.000 0.000 1 1 0 0.000000 0.00000 772 0 LBARRO-PI230-LBARR2-P  
5037 44902 0 03 0.000 0.000 1 1 0 0.000000 0.00000 772 0 LBARRO-PI230-LBARR3-P  
5041 5036 0 03 0.000 0.000 1 1 0 0.000000 0.00000 742 0 CUTIA--RN230-CUTIAC-R  
5041 5042 0 01 0.000 0.000 1 1 0 0.000000 0.00000 742 0 CUTIA--RN230-CUTIAA-R  
5041 5043 0 02 0.000 0.000 1 1 0 0.000000 0.00000 742 0 CUTIA--RN230-CUTIAB-R  
5045 5046 0 01 0.000 0.000 1 1 0 0.000000 0.00000 702 0 BABILO-BA230-BABIL1-B  
5045 5047 0 01 0.000 0.000 1 1 0 0.000000 0.00000 702 0 BABILO-BA230-BABIL2-B  
5049 5058 0 02 0.000 0.000 1 1 0 0.000000 0.00000 712 0 CAETIT-BA069-CAETB1-B  
5049 8689 0 01 0.000 0.000 1 1 0 0.000000 0.00000 712 0 CAETIT-BA069-CAETB2-B  
5050 5051 0 01 0.000 0.000 1 1 0 0.000000 0.00000 721 0 L.GONZ-PE500-LGONG1UH  
5050 5052 0 01 0.000 0.000 1 1 0 0.000000 0.00000 721 0 L.GONZ-PE500-LGONG2UH  
5050 5053 0 01 0.000 0.000 1 1 0 0.000000 0.00000 721 0 L.GONZ-PE500-LGONG3UH  
5050 5054 0 01 0.000 0.000 1 1 0 0.000000 0.00000 721 0 L.GONZ-PE500-LGONG4UH  
5050 5055 0 01 0.000 0.000 1 1 0 0.000000 0.00000 721 0 L.GONZ-PE500-LGONG5UH  
5050 5056 0 01 0.000 0.000 1 1 0 0.000000 0.00000 721 0 L.GONZ-PE500-LGONG6UH  
5057 5059 0 01 0.000 0.000 1 1 0 0.000000 0.00000 702 0 PELOUR-BA069-PELOUR-B  
5057 5059 0 02 0.000 0.000 1 1 0 0.000000 0.00000 702 0 PELOUR-BA069-PELOUR-B  
5060 5061 0 01 0.000 0.000 1 1 0 0.000000 0.00000 721 0 XINGO--AL500-XINGO-UH  
5060 5062 0 01 0.000 0.000 1 1 0 0.000000 0.00000 721 0 XINGO--AL500-XINGG2UH  
5060 5063 0 01 0.000 0.000 1 1 0 0.000000 0.00000 721 0 XINGO--AL500-XINGG3UH  
5060 5064 0 01 0.000 0.000 1 1 0 0.000000 0.00000 721 0 XINGO--AL500-XINGG4UH  
5060 5065 0 01 0.000 0.000 1 1 0 0.000000 0.00000 721 0 XINGO--AL500-XINGG5UH  
5060 5066 0 01 0.000 0.000 1 1 0 0.000000 0.00000 721 0 XINGO--AL500-XINGG6UH  
5068 5071 5073 01 0.000 0.000 1 1 1 1.015108 80.80687 742 0 LND-T1-RN000-LND-T1-R 5069 LND-T1-RN000
5071 5073 0 02 0.000 0.000 1 1 0 0.000000 0.00000 742 0 LNOVA2-RN230-LNOVA2-R  
5071 5073 0 03 0.000 0.000 1 1 0 0.000000 0.00000 742 0 LNOVA2-RN230-LNOVA2-R  
5081 5083 7232 01 0.000 0.000 1 1 1 1.003429 59.11370 762 0 MARACN-CE230-MCN-T1-C 7231 MCN-T1-CE000
5081 5083 7234 02 0.000 0.000 1 1 1 1.003429 59.11370 762 0 MARACN-CE230-MCN-T2-C 7233 MCN-T2-CE000
5081 5083 7600 03 0.000 0.000 1 1 1 1.003429 59.11370 762 0 MARACN-CE230-MCN-T3-C 7599 MCN-T3-CE000
5090 5091 42303 01 0.000 0.000 1 1 1 1.069012 55.24146 721 0 GARANH-PE500-GRD5T1-P 42302 GRD5T1-PE000
5091 5099 43967 10 0.000 0.000 1 1 1 1.023785 53.53004 722 0 GARANH-PE230-GRDT10-P 43966 GRDT10-PE000
5091 5099 43969 11 0.000 0.000 1 1 1 1.023780 53.53487 722 0 GARANH-PE230-GRDT11-P 43968 GRDT11-PE000
5092 5093 44016 01 0.000 0.000 1 1 1 1.020387 52.49497 722 0 ARCOVE-PE230-AED-T1-P 44015 AED-T1-PE000
5092 5093 44018 02 0.000 0.000 1 1 1 1.020388 52.49888 722 0 ARCOVE-PE230-AED-T2-P 44017 AED-T2-PE000
5095 5391 5393 01 0.000 0.000 1 1 1 1.014001 45.18035 862 0 BSTF-1-MA000-BSTF-1-M 5094 BSTF-1-MA000
5097 5430 5436 02 0.000 0.000 1 1 1 1.026624 46.05616 771 0 RGOAT2-PI000-RGOAT2-P 5096 RGOAT2-PI000
5098 5149 0 01 0.000 0.000 1 1 0 0.000000 0.00000 722 0 CAETII-PE230-CAETB1-P  
5098 8669 0 02 0.000 0.000 1 1 0 0.000000 0.00000 722 0 CAETII-PE230-CAETB2-P  
5100 5101 42306 01 0.000 0.000 1 1 1 1.075258 55.13858 721 0 ANGEL2-PE500-AGD-T1-P 42304 AGD-T1-PE000
5100 5101 42307 02 0.000 0.000 1 1 1 1.075258 55.13858 721 0 ANGEL2-PE500-AGD-T2-P 42305 AGD-T2-PE000
5101 5103 5104 05 0.000 0.000 1 1 1 1.024332 53.98772 722 0 ANGELI-PE230-AGLT5--P 5102 AGLT5--PE000
5101 5103 0 03 0.000 0.000 1 1 0 0.000000 0.00000 722 0 ANGELI-PE230-ANGELI-P  
5101 5103 0 06 0.000 0.000 1 1 0 0.000000 0.00000 722 0 ANGELI-PE230-ANGELI-P  
5101 5103 5105 03 0.000 0.000 1 1 1 1.024004 53.93058 722 0 ANGELI-PE230-AGLT3--P 5107 AGLT3--PE000
5103 5106 0 01 0.000 0.000 1 1 0 0.000000 0.00000 723 0 ANGELI-PE069-AGLTIP-P  
5103 5106 0 02 0.000 0.000 1 1 0 0.000000 0.00000 723 0 ANGELI-PE069-AGLTIP-P  
5110 5115 0 01 0.000 0.000 1 1 0 0.000000 0.00000 722 0 BRASKE-AL230-BRASKA-A  
5110 5116 0 01 0.000 0.000 1 1 0 0.000000 0.00000 722 0 BRASKE-AL230-BRASKB-A  
5110 5117 0 01 0.000 0.000 1 1 0 0.000000 0.00000 722 0 BRASKE-AL230-BRASKC-A  
5111 5113 0 01 0.000 0.000 1 1 0 0.000000 0.00000 722 0 R.LARG-AL230-R.LARG-A  
5111 5113 0 02 0.000 0.000 1 1 0 0.000000 0.00000 722 0 R.LARG-AL230-R.LARG-A  
5111 5113 0 03 0.000 0.000 1 1 0 0.000000 0.00000 722 0 R.LARG-AL230-R.LARG-A  
5121 5123 0 01 0.000 0.000 1 1 0 0.000000 0.00000 722 0 TACAIM-PE230-TACAIM-P  
5121 5123 0 02 0.000 0.000 1 1 0 0.000000 0.00000 722 0 TACAIM-PE230-TACAIM-P  
5121 5123 0 03 0.000 0.000 1 1 0 0.000000 0.00000 722 0 TACAIM-PE230-TACAIM-P  
5121 5123 0 04 0.000 0.000 1 1 0 0.000000 0.00000 722 0 TACAIM-PE230-TACAIM-P  
5128 6140 44101 06 0.000 0.000 1 1 1 1.033620 77.21811 742 0 JCAMR3-RN230-JCT5T6-R 44100 JCT5T6-RN000
5128 6140 44103 07 0.000 0.000 1 1 1 1.033620 77.21811 742 0 JCAMR3-RN230-JCT5T7-R 44102 JCT5T7-RN000
5128 6140 44105 08 0.000 0.000 1 1 1 1.033620 77.21811 742 0 JCAMR3-RN230-JCT5T8-R 44104 JCT5T8-RN000
5131 5133 0 01 0.000 0.000 1 1 0 0.000000 0.00000 722 0 PIRAPA-PE230-PIRAPA-P  
5131 5133 0 02 0.000 0.000 1 1 0 0.000000 0.00000 722 0 PIRAPA-PE230-PIRAPA-P  
5131 5133 0 03 0.000 0.000 1 1 0 0.000000 0.00000 722 0 PIRAPA-PE230-PIRAPA-P  
5131 5133 0 04 0.000 0.000 1 1 0 0.000000 0.00000 722 0 PIRAPA-PE230-PIRAPA-P  
5132 44629 44630 02 0.000 0.000 1 1 1 1.017165 55.40021 723 0 MTNORT-PE069-MTNORT-P 44631 MTNORT-PE000
5133 5134 0 01 0.000 0.000 1 1 0 0.000000 0.00000 723 0 PIRAPA-PE069-TCB---UT  
5136 5341 5343 01 0.000 0.000 1 1 1 1.011834 53.58662 722 0 MIDT1--PE000-MIDT1--P 5135 MIDT1--PE000
5138 5341 5343 02 0.000 0.000 1 1 1 1.014142 53.61606 722 0 MIDT2--PE000-MIDT2--P 5137 MIDT2--PE000
5143 5312 5314 01 0.000 0.000 1 1 1 1.009704 48.08137 722 0 MCDT1--AL000-MCDT1--A 5139 MCDT1--AL000
5140 5141 42315 01 0.000 0.000 1 1 1 1.065353 54.43949 721 0 RECIFE-PE500-RCD-T1-P 42314 RCD-T1-PE000
5140 5142 42317 02 0.000 0.000 1 1 1 0.974133 54.48589 721 0 RECIFE-PE500-RCD-T2-P 42316 RCD-T2-PE000
5140 5141 43998 03 0.000 0.000 1 1 1 0.945038 54.36429 721 0 RECIFE-PE500-RCD-T3-P 43997 RCD-T3-PE000
5140 5142 44000 04 0.000 0.000 1 1 1 1.014237 54.69149 721 0 RECIFE-PE500-RCD-T4-P 43999 RCD-T4-PE000
5141 5145 5147 01 0.000 0.000 1 1 1 0.961459 54.11911 722 0 RCDBP1-PE230-RCDCS1-P 5144 RCDCS1-PE000
5148 5312 5314 02 0.000 0.000 1 1 1 1.010232 48.06115 722 0 MCDT2--AL000-MCDT2--A 5146 MCDT2--AL000
5150 5151 0 01 0.000 0.000 1 1 0 0.000000 0.00000 722 0 TERMOP-PE230-TERPEGUT  
5150 5154 0 01 0.000 0.000 1 1 0 0.000000 0.00000 722 0 TERMOP-PE230-TERPEVUT  
5152 5156 0 01 0.000 0.000 1 1 0 0.000000 0.00000 722 0 BONGI--PE230-BONGI--P  
5152 5156 0 02 0.000 0.000 1 1 0 0.000000 0.00000 722 0 BONGI--PE230-BONGI--P  
5152 5156 0 03 0.000 0.000 1 1 0 0.000000 0.00000 722 0 BONGI--PE230-BONGI--P  
5152 5156 0 04 0.000 0.000 1 1 0 0.000000 0.00000 722 0 BONGI--PE230-BONGI--P  
5152 5156 0 05 0.000 0.000 1 1 0 0.000000 0.00000 722 0 BONGI--PE230-BONGI--P  
5155 5167 0 01 0.000 0.000 1 1 0 0.000000 0.00000 722 0 PARANA-PE230-PARA-1-P  
5155 5728 0 01 0.000 0.000 1 1 0 0.000000 0.00000 722 0 PARANA-PE230-PARA-2-P  
5168 6140 44067 03 0.000 0.000 1 1 1 1.026330 79.61820 741 0 JCTBP2-RN138-JC3-T3-R 44066 JC3-T3-RN000
5168 6140 44069 04 0.000 0.000 1 1 1 1.026229 79.63607 741 0 JCTBP2-RN138-JC3-T4-R 44068 JC3-T4-RN000
5169 6140 44065 02 0.000 0.000 1 1 1 1.025730 79.62903 741 0 JCTBP3-RN138-JC3-T2-R 44064 JC3-T2-RN000
5176 5917 7961 01 0.000 0.000 1 1 1 1.024883 58.81863 761 0 TIANGD-CE500-TGD-T1-C 7959 TGD-T1-CE000
5176 5917 7962 02 0.000 0.000 1 1 1 1.024883 58.81863 761 0 TIANGD-CE500-TGD-T2-C 7960 TGD-T2-CE000
5180 5181 42319 08 0.000 0.000 1 1 1 1.026304 56.10489 721 0 P.FERR-PE500-PFT8---P 42318 PFT8---PE000
5180 5181 42321 09 0.000 0.000 1 1 1 1.026304 56.10489 721 0 P.FERR-PE500-PFT9---P 42320 PFT9---PE000
5181 5183 0 01 0.000 0.000 1 1 0 0.000000 0.00000 722 0 P.FERR-PE230-P.FERR-P  
5181 5183 0 02 0.000 0.000 1 1 0 0.000000 0.00000 722 0 P.FERR-PE230-P.FERR-P  
5181 5183 0 03 0.000 0.000 1 1 0 0.000000 0.00000 722 0 P.FERR-PE230-P.FERR-P  
5181 5183 0 04 0.000 0.000 1 1 0 0.000000 0.00000 722 0 P.FERR-PE230-P.FERR-P  
5186 5187 0 01 0.000 0.000 1 1 0 0.000000 0.00000 722 0 ALDEIA-PE230-PFERROUT  
5186 5188 0 01 0.000 0.000 1 1 0 0.000000 0.00000 722 0 ALDEIA-PE230-TMANAUUT  
5186 5188 0 02 0.000 0.000 1 1 0 0.000000 0.00000 722 0 ALDEIA-PE230-TMANAUUT  
5191 5193 0 04 0.000 0.000 1 1 0 0.000000 0.00000 722 0 MIRUEI-PE230-MIRUEI-P  
5191 5193 5194 01 0.000 0.000 1 1 1 0.989545 46.91525 722 0 MIRUEI-PE230-MRRT1--P 5197 MRRT1--PE000
5191 5193 5195 02 0.000 0.000 1 1 1 0.988036 46.85210 722 0 MIRUEI-PE230-MRRT2--P 5198 MRRT2--PE000
5191 5193 5196 03 0.000 0.000 1 1 1 0.988436 46.86220 722 0 MIRUEI-PE230-MRRT3--P 5199 MRRT3--PE000
5200 5202 42375 01 0.000 0.000 1 1 1 1.060145 63.67095 741 0 CGT----PB500-CGT-T1-P 42374 CGT-T1-PB000
5200 5202 42377 02 0.000 0.000 1 1 1 1.041768 63.67342 741 0 CGT----PB500-CGT-T2-P 42376 CGT-T2-PB000
5201 5203 0 03 0.000 0.000 1 1 0 0.000000 0.00000 722 0 GOIANI-PE230-GOIANI-P  
5201 5203 0 04 0.000 0.000 1 1 0 0.000000 0.00000 722 0 GOIANI-PE230-GOIANI-P  
5201 5203 5204 01 0.000 0.000 1 1 1 1.005364 54.73066 722 0 GOIANI-PE230-GNNT1--P 5207 GNNT1--PE000
5201 5203 5206 02 0.000 0.000 1 1 1 1.005227 54.72688 722 0 GOIANI-PE230-GNNT2--P 5208 GNNT2--PE000
5211 5213 0 02 0.000 0.000 1 1 0 0.000000 0.00000 742 0 MUSSU2-PB230-MUSSU2-P  
5211 5213 0 03 0.000 0.000 1 1 0 0.000000 0.00000 742 0 MUSSU2-PB230-MUSSU2-P  
5211 5213 0 04 0.000 0.000 1 1 0 0.000000 0.00000 742 0 MUSSU2-PB230-MUSSU2-P  
5211 5213 5215 01 0.000 0.000 1 1 1 1.002380 54.71820 742 0 MUSSU2-PB230-MRDT1--P 5214 MRDT1--PB000
